Id,Label,Comment
5301,0,Nhật Võ Nam GAM time t chính thức là 1 gam con trung thành 20 năm
5302,1,Bảo se đần lại tự ái tạo content để ăn chửi -1 fan +1 anti mong năm sau out cmn khỏi giải chứ ở đó mà đi world
5303,0,Thành Tuan Cao r đ bt dự dc PG ko
5304,0,Bye SE trụ hạng vui vẻ
5305,0,"Qua bài này chắc giờ cũng nên chia ra 3 nhóm : team sbtc streamer, team se lol và aba, chứ kh còn team se của aba nữa r. Đến lúc chia tay mà còn không viết tử tế được. tệ !  mặc dù đọc vào như troll cho vui "
5306,0,"Content cảm ơn tuyển thủ mà cũng drama, đúng hài hước."
5307,0,Nguyễn Dương se muốn trụ hạng 
5308,2,"Dkm ""nhà đầu tư"" này chắc do ai cài vào chứ méo ai điên như vậy, giờ hoạ may SE.Shogun thì còn đỡ chứ ko content méo ai thèm xem nữa"
5309,0,Tuyệt vời gam slayderrr
5310,0,Là wow dữ chưa là viết đơn xin lỗi chưa Bữa live team Media công bố hlv bị chửi xog nói mốt lên bài bom tấn anti đừng có Wow với xin lỗi quay xe làm fan lại nha. Mắc ẻ. Bom tấn cánh cụt 
5311,2,Lên bài viết như cac dcm. K tôn trọng k biết ơn tuyển thủ mà còn đùa giỡn châm biếm!
5312,0,THANK YOU lần này chắc thoát khỏi wildcard rồi
5313,0,Tuyen Vo tui làm fan GAM đây bạn hiền đây 
5314,2,Có thể cho t hỏi là thằng óc cức nào viết bài này dc k
5315,0,Gánh nguyên 1 mùa mà ko chúc ngta được 1 câu tử tế à 
5316,0,cất gọn poster SE vào góc và lấy poster GAM ra thôi.
5317,0,Duc Anh mùa sau là mùa của gam con 
5318,0,Se vẫn có cơ hội vô địch mà là vô địch giải thăng hạng
5319,0,"dẫu định hướng content của page có là hài hước vui vẻ thì cũng nên có chừng mực, cái post chia tay một tuyển thủ thì giờ có không bằng lòng thì cũng nên bằng mặt, văn phong nó cũng phải chỉn chu, sạch sẽ chứ là lời lẽ đầy bới móc kiểu này nó đâu thể hi… "
5320,2,"SE mùa này chuyển nhượng ấn tượng quá
ấn tượng về độ nguu lol , còn thằng viết bài bị cay cú , chia tay mà mỉa mai như thằng đàn bà .."
5321,0,Ngô Phước Tùng Võ Thanh Nhã and here it is. SE cook thật rồi 
5322,0,Nguyễn Lập tình cảm zữ ch
5323,2,quả cap khiến SE con cũng cay vãi cả bìu 
5324,0,Thôi chịu ae ơi. Nhà đầu tư mới về nó phá banh chành rồi. Cứu a Chung nào 
5325,1,Cl gì vậy hả trời
5326,0,Ủa tưởng SBTC mới tuyển Content Creator mà sao viết cái tus ngộ zậy  Chắc tuyển trúng anti Der hay gì á
5327,0,Ndt mới định xây rạp xiếc giống bắc mỹ ah
5328,0,"Ai đi thì đi, ai ở thì ở. Ai không ủng hộ nữa thì thôi. Sao các ông phải vào đây thông báo ngưng làm fan như kiểu khoe thành tích thế, hay bắt trend cho bản thân nó sành điệu "
5329,0,"Đó giờ đội tuyển của bọn bây chưa bao giờ được coi là đối thủ ngang tâm với đội tuyển nào đó. Từ thành tích tới lịch sử đối đầu, có Slayder được 1 mùa cạnh tranh chức vô địch lại ảo tưởng mình mạnh. Nói cạnh tranh vậy chứ có ăn được trận nào đâu. Giờ n… "
5330,0,Nhà đầu tư mới chạy content ác thiệt chứ
5331,0,Sbtc giải tán lun chứ đánh đấm gì nữa
5332,2,"Mấy thằng media làm content bẩn vl nhất là thằng P nhá . Mùa sau ráng trụ hạng nhá , mà ko trụ đc cũng đéo sao , tao đéo q tâm tụi mày nữa r coi như phí thời gian 2 năm ủng hộ bọn mày ."
5333,0,Càng yêu thì càng đau
5334,0,Có lẽ 5 mùa sống trong cảm xúc vui buồn cùng SE là đủ
5335,0,Chia tay sớm bớt đau khổ… 
5336,0,Từ lúc vào gr chuồng gà kêu gọi vào cái nhóm gì mà xóm SE gì gì đó. Kêu ửng hộ cả free fire là t thấy cái tổ chức này k còn SBTC như cũ r. CEO SBTC đúng kiểu k có tư duy luôn 
5337,0,"tao tự hỏi có phải nhà đầu tư mới là bọn gearvn không
"
5338,0,"rồi mùa sau lấy gì làm Viewing Party đây
Tuấn Anh Khoa Nguyễn Trần Mạnh Trung Phong"
5339,0,Chúc nhà đầu tư đời đời sống trong ánh sáng hào quang của mười phương chư phật nhaaa nam mô a di đà phật
5340,2,"Nó gánh cho lên Á quân xong viết quả bài chia tay nghe thối vl , đúng là lũ se dần"
5341,0,Sẵn á kick hộ thằng viết bài này luôn nhé.
5342,0,Thank you baroibeo luôn để unf cho nó mượt
5343,1,t thấy giải tán team mẹ đi đối xử với công thần ghi quả cáp như rẻ rách
5344,0,Từ SE con thành Gam con
5345,0,Viết cái văn chia tay có duyên ác
5346,0,Dậy thì welcom
5347,0,Thank you đi người ta còn lên bài welcome
5348,0,cat gon poster vao goc’ thui
5349,2,"SE con mùa này soạn đồ vào hang đi , tks riết line up ncc luôn "
5350,0,Nguyễn Hà Minh Quang t đã sẵn sàng làm GAM con
5351,0,ko biết đang cảm ơn hay đá xéo nó nữa đây
5352,1,Tuyệt cmn vời. Yên tâm đan thoát hết. Chuẩn bị đánh trụ hạng 
5353,1,se cút . thiếu chuyên nghiệp mùa hè này top 8 t cười ỉa
5354,2,"Viết bài chia tay cũng như cl. Thế giờ Ren hay Slayder lên bài là ""vì bị kick nên nói cảm ơn SBTC Esport và chúc SE thành công là không thật lòng"" thì chúng m thấy sao "
5355,0,L...liệm
5356,0,Tao qua fan gam nha
5357,2,Trần Hoàng má chúc ncct 
5358,0,Nguyen Thanh Phong gam time tới r 
5359,2,đm nhà đầu tư mới phá sbtc rồi
5360,0,content lỏ v cũng viết được
5361,0,Tong Nam Tuan Dat thankiu toàn chủ lực
5362,0,"Nếu chúc Der thành công hay k thành công thì tụi SE mày cũng sẽ vô địch vòng thăng hạng mùa xuân thôi. Vì yêu ông 3 Gà nên t mới yêu luôn cái team này thế mà vì tiền, nhà tài trợ lại từ bỏ đi cơ hội đi ra thế giới, cơ hội làm hình ảnh, mùa hè rớt trụ h… "
5363,0,Cảm ơn kiểu
5364,2,Nó gánh cả mùa mà vt cái văn chia tay như đặc cầu đọc chán vcl
5365,1,"Còn đây là tin chuyển nhượng mới nhất của tụi tao. Chúc Se đánh trụ hạng thành công, còn bọn media thối rữa thì tự ngẫm quả cap đi nhé
. Xin kiếu"
5366,0,Gam vương linhh
5367,0,nhà đầu tư mới là nhà cái tới từ châu âu à
5368,0,Nghe đồn sống bằng tình cảm. Buồn cho Vương Linh.
5369,0,Bên gam làm bài chia tay thằng sờ tai ý nghĩa lai láng fan gam vào chúc em may mắn các kiểusấy. Giờ nhìn quả cap chia tay của se thâm vãi nồi
5370,0,"Nhìn cái cách mà người ta chia tay tuyển thủ nè, cái việc căn bản nhất viết một bài viết bình thường nhất có tính thông báo và lời cảm ơn làm cũng không xong, ngta gánh lên Top 2 kick ngta xong còn văn phong cay cú, tiếc lộ thông tin một cách ẩn ý, tea… "
5371,0,slayder ren : se phản bội tôi
5372,0,"aba mà lên tiếng ""Tôi không còn dính líu gì sbtc nữa"" thử xem được bao nhiêu fan, mang tiếng đội chuyên nghiệp mà có thấy 1 xíu nào là chuyên nghiệp"
5373,0,Qua Gam đi CKTG thôi
5374,0,Nhìu khi làm hề làm vui mà nó lố thì ko hay đâu... Cố gắng vì Aba chờ thêm 1tuần nữa...
5375,0,Thật sự tiếc nếu k có 1 tia hy vọng nào xãy ra...
5376,0,Tỉec thứ nhất là Aba...… 
5377,0,"Ra đây là bom tấn mới của SE, hướng tới CKTG nào"
5378,0,"Gánh còng cả lưng xong làm quả bài chia tay kháy bẩn, lại còn không cảm ơn "
5379,0,Đội này chắc ít anti fan lắm
5380,1,Vãi L đóng góp cả mùa xong dùng cái văn đấy chia tay với công thần thì chịu 
5381,1,Cảm ơn người cống hiến cho team còn đéo hẳn hoi thì fan cái đb gì nữa. Đợi ngày Slayder nó đái lại lên đầu
5382,0,Welcome ce bờ le bờ ri bờ ty
5383,0,Viết bài cảm ơn cũng không ra gì nữa 
5384,0,Manh tiếng hệ thống giải đấu chuyên nghiệp mà văn phong như trẻ con lên ba dỗi nhau. Yêu cầu btc vcs kỉ luật đội tuyển vì sự làm việc thiếu chuyên nghiệp này.
5385,0,"Một đội tuyển thành lập chưa được lâu ko có gì nổi bật ngoại trừ content,từ khi đem der về với ren mình mới thấy một tương lai á quân như vậy đi CKTG, mà đến lúc đi không được lời cảm ơn mà còn viết giọng văn như vậy thật thấy thất vọng!!!"
5386,0,Không nghĩ ra được lời hay ý đẹp thì dùng văn mẫu được rồi. Tự nhiên tạo nét làm gì vậy ta. Dù sao Slayer cũng cống hiến cho thành công team. Team Content số 1 VN mà viết ra mấy lời như trẻ con. Hay bị dân mạng thổi phòng rồi ảo tưởng.
5387,0,sau đợt này media có tuyển nhân sự thì cho e nộp cv sớm nhé
5388,0,"Đội tuyển mới của Slayder là đội mà ai cũng biết là ai đấy,nếu chúng tôi chúc Slayder thành công là chúng tôi không thật lòng"
5389,0,Deoo thể nào ngửi nổi. Nguyên cái mùa vừa rồi Der nó gần như 80% gánh cái team lấy hạng 2 chứ cánh trên no hope vl ra. Xong kick nó rồi làm cái văn như kiểu ngta muốn out rồi phản bội không bằng. Đã thế hôm qua kia Der còn livestream nói rằng định ở lạ… 
5390,0,Trần Công Tài Cáo ê tụi hắn có bị cái chi k bây viết cái stt ni được luôn
5391,1,"Đây là văn chia tay của 1 đội chuyên nghiệp à, đéo chúc được nó thì cũng phải cảm ơn nó đã cùng đồng hành trong lúc khó khăn. Bọn media khốn nạn"
5392,0,"Cái giọng văn  Vô ơn, ăn cháo đá bát đến thế là cùng!"
5393,0,"Giọt nước tràn ly, tầm này thì chắc thôi khỏi fan phủng gì nữa. May mà chưa đặt áo "
5394,0,Không ấy mình đổi tên team luôn được không chứ SBTC này tui ko quen…
5395,0,"tạm biệt sbtc h t trở thành anti sbtc chính hiệu, kick ren kick slayder
 thật sự quá thất vọng về sbtc, với cái cách làm việc như này thì năm sau giải tán là đẹp"
5396,0,Văn kiểu gì vậy trời Nguyễn Đặng Thành Triều
5397,0,Đồng Bảo Thạch gam slayder r kìa 
5398,0,SE là đội tuyển duy nhất được đầu tư để đi lùi
5399,0,Mình càng ngày càng cảm thấy tiếc cho cái thương hiệu SBTC mà Ba gà gây dựng hình ảnh suốt từ những lúc bắt đầu stream đến h á
5400,0,"2lift vứt áo clg, sờlayđơ vứt áo se vào thùng rác"
5401,0,Minh Huy Phạm se mùa này đi xa r
5402,2,"DCM, văn chia tay clq gì đây Chính thức unfan từ đây. Chúc SE ""top"" là lời thật lòng của tao đấy AD à."
5403,0,Mùa sau fan se đần k biết kiếm dc cái chuồng nào bự chưa nữa tội thật
5404,0,Chưa thấy bài welcome a tui
5405,1,-1 fan Sân đè
5406,0,Chúc mà giọng văn như cay cú lắm
5407,2,"Với line up và BHL hiện tại thì SE chắc chắn nắm trong tay 1 vé đi CKTG chắc chắn 100% , mà CKTG ở đây là viết tắt của Cầu Khỉ Tiền Giang nha , chứ còn Chung Kết Thế Giới thì có cài lờ ô nờ . Hi !"
5408,0,đèo hiểu ai duyệt cái bài này luôn
5409,0,SE đã phản bội tôi! - GAM Slayder không nói thế
5410,0,"Bộ ban lãnh đạo SE trả lương cho bạn media này thấp lắm sao mà bạn ấy viết một status chia tay mà cộc lốc, chẳng êm tai chút nào. Hoặc là bạn media này đang tới tháng nên mới viết một status chia tay mà có vẻ khó chịu như bị kề dao vào cổ bắt viết!"
5411,0,Nga… 
5412,1,Văn phong chia tay tuyển thủ k khác gì dằn mặt người yêu cũ. Truyền thông mà ẩn ý người khác thì không khác gì rác. Nếu không gì nuối tiếc thì nói lời chào tạm biệt rồi cook. Còn nếu thực sự luyến tiếc thì nói lời chúc thành công không được vì không đủ… 
5413,0,Slayder nghĩ sao về option này 
5414,0,Anh Tran rồi rồi giải đấu 1 đội
5415,1,Ko vì abe t unf cái fanpage này mẹ cho rồi 
5416,0,Cảm ơn Npẻ dùm t nữa đi..
5417,1,Nguyễn Lộc đây r chuẩn bị sân đè r
5418,1,Người đưa Sande từ vị trí team tấu hài lên hạng 2 VCS: Kick.
5419,0,"Người gánh chính, đánh nổi bật nhất team mùa vừa rồi: Kick luôn.… "
5420,0,Bữa show thedrinktalk slayder nói stbc chưa chốt đội hình..hnay báo tin chốt slayder out team luôn
5421,0,Không cảm ơn được một câu tử tế
5422,0,"Xin phép quay xe thoát fan nhé
Chả hiểu nghĩ gì mà viết ra được bài chia tay như này nữa, không một lời chúc, lời cám ơn. Quá tệ bạc"
5423,0,Cái thk quan trọng nhất thì ko ráng giữ nx #outtop
5424,0,"Đến chịu đầu tư dữ cỡ này thì thôi nghỉ khoẻ , 1 thằng lúc nào cũng cố gắng cống hiến cho team thì cho out , 4 thằng vô toàn giỡn mạnh ai nấy đánh thì giữ . Không thay đổi không chấn chỉnh thì nát"
5425,0,Thôi bỏ follow đc r
5426,0,Mê cách mấy anh này tranh trụ hạng
5427,1,"Đến cái văn chia tay người vừa gánh team được á quân còn không nên hồn nữa thì cũng ạ. Cầu chúc tụi SE đần mùa sau top6, cầu cho Gam nó ngồi lên đầu phát nữa cay é é é "
5428,0,Sao văn cảm ơn cay cú thế.  Các bạn lại chui hang hết mùa r
5429,1,Nguyễn Hiền Nhân Tu Huynh Gòi mùa này cook
5430,0,với dòng chia tay rất cảm xúc này đến từ quý page thì tôi nên nhìn nhận lại vụ media ces
5431,0,Chúc mừng GAM vô địch. SE nấu ăn.
5432,0,Bất ngờ quá ha
5433,2,"chờ nó về Gam, mong nó giã cmm tụi m không ngóc đầu dậy dc đi  văn phong ctay công thần như cdb
top 1 media"
5434,0,"Thất vọng  thế nào thì Der nó cũng cống hiến một mùa giải hay nhất từ trước giờ thế dell nào lại lên một bài với văn phong như vậy  Cảm thấy media hơi bị quá trớn rồi. Ủng hộ thì ủng hộ, biết là hay làm hài nhưng mà phải có chừng mực, phải biết c… "
5435,0,"Không còn Ngài Ren thì có thể vẫn là Á Quân VCS, không Slayder thì chỉ còn Á Đù thôi "
5436,1,"quả chia tay tri ân tuyển thủ khôn nhất vcs, thôi thì mùa hè để Gam Slayder đái lên đầu mấy thằng se đần"
5437,1,Trở về đúng chất của rạp xiếc  SE mùa này cook xuống dưới
5438,0,"team media se viết cái văn nát éo chịu đc, chuyển nhượng gam con thôi ae"
5439,2,Nguyễn Hoàng Việt Dũng Đức Đạt Trần vl gam đần r kk
5440,1,cái văn viết lời cảm ơn đ* thể rác hơn  riết chán
5441,2,Cảm ơn như clq vậy. Cook
5442,1,"Dnk đánh ổn còn mua thằng rừng câm hàng thải, công thần Ren Slayder thì kick. Nhà đầu tư mới hơi khó hiểu "
5443,0,"Cái tổ chức này cũng sớm muộn hết thời, thôi thì tao xin huỷ follow. Vắng mợ chợ vẫn đông mà vắng nhiều mợ chợ như cái chuồng gà."
5444,0,"Trước khi Der vô thì team no hope, Der vô thì carry cái team này lụm cái hạng 2, xong ra đi bị viết cái cap nhìn khó chịu thật sự, không có nổi 1 lời tri ân đàng hoàng  Chịu"
5445,0,Cám ơn nha
5446,1,"Đưa th gánh team đi tuyển th rừng câm về, đôn th ad câm lên chuyển nhượng ác quá sân đè"
5447,0,"Thank you cả ông nào lên cái bài này thôi, hết cứu nổi rồi."
5448,0,"Tạm biệt SE, không khóc mà cũng chẳng có cái poster méo nào ở đây hết. Chỉ đơn giản là thất vọng về quá nhiều thứ"
5449,0,"Out fan thôi, t k thể cả đời trông chờ vào content được, hề đến đâu thì cũng phải có cup"
5450,0,cả mùa vừa rồi đánh đội hình nhất xạ thủ 4 nô lệ nó cống hiến gồng gánh cả đội mà mang ra trêu đùa thế à  sửa lại cái conten đi nhé lúc này là lúc đàng hoàng vinh danh cống hiến của slayder trong cả mùa vừa rồi đéo hiểu tk nào nghĩ ra cái conten này luôn á
5451,2,thân ái chào tạm biệt SBTC esports và địt cụ chúng m luôn : D
5452,0,Chính thức trụ hạng ..
5453,1,Má nó á cho người ta hy vọng rồi bóp nát nó
5454,0,SBTC Safety Belive Throw Cross … 
5455,0,var thì var nhưng cái văn chia tay nói cho nó ra hồn giùm cái
5456,0,"Mặc dù Slayder out là sự suy giảm sức mạnh đáng kể của SE nhưng nhìn nhận theo mặt khác thì tui thấy đây là cơ hội cho Vinboiz đc thể hiện bản thân rõ ràng hơn ở mùa giải tới, hy vọng Vinboiz sẽ tạo ra khác biệt như Peyz của GEN vậy"
5457,0, Lê Minh sao lại không dám chúc Slayder thành công khi SE chắc chắn top 8 ...
5458,0,+1 chức vô địch cho GAM
5459,0,"không muốn chúc thì đừng nói câu không thật lòng, trình của SE nó chẳng hay ho gì đâu không có nó bọn m chẳng là cái gì cả. Á quân làm như to lắm"
5460,0,"Giờ chỉ có SE Sofm mới cứu vãn được thôi, team càng ngày càng nát"
5461,0,"Chính thức không còn là fan của đội tuyển , xin cảm ơn."
5462,2,"Bán chủ lực cho đối thủ cạng tranh chính, ô quào ! Viết cái bài chia tay công thần như cái đb, cái nhận đc bữa h toàn tin sốc, rồi đầu tư dữ chưa ! Hay bán slot r đánh tráo khái niệm là nđt"
5463,1,Mong lần sau gặp lại Slayder đái lên đầu SE cho chừa
5464,2,Làm bài chia tay đọc nghe rác rưởi vl 
5465,2,Kick cho đã xong quả văn chia tay nhudaubuoi thật sự như thể ngta quậy để đi vậy
5466,0,Vãi  Nguyễn Trần Mạnh Trí Nguyễn Tuấn top 8 thật rồi
5467,0,"khi nhìn thông báo này tôi đã hiểu, đã đến lúc chúng ta dừng lại ở đây, k phải k ủng hộ nữa chỉ là không còn thời gian để ngồi cổ vũ nữa, tôi đã quá già để chơi LOL, nhưng tôi vẫn mong SE và slayder thành công sau các mùa giải sau này. Mùa hè này sẽ là… "
5468,0,Cao Tuan Long đọc lệch thank you như Fabrizio Romano đọc lệnh Here we go vậy 
5469,0,Thôi tôi trả lại huy hiệu fan cứng đây. Bye ae
5470,2,"Không biết giỡn hay không chứ cái câu "".... chúc thành công là không thật lòng"" nghe nó dở vãi l. Kick nó chứ nó có tự out đ đâu
mong sao vô giải nó bắn nát cmn team SE đi cho rồi, mãi anti."
5471,0,Chúc mừng Der có vé đi TG
5472,0,Thank 3 gà rồi đổi tên luôn nữa là hợp lý 
5473,0,Một đấng tiên tri L đã phán rằng Slayder sẽ ở lại. Còn nếu kick cả Ren với Slayder thì nên nghỉ đánh giải mùa hè 
5474,0,Từ á quân đến trụ hạng
5475,0,Thằng nào viết cái cap chia tay mà dơ dữ vậy
5476,2,"Thấy 12 media hơn bọn m chỗ nào chưa Hơn ở chỗ họ có cái đầu, còn bọn m chỉ là đầu b***"
5477,0,Cần học hỏi 
5478,0,"Thất vọng vì làm fan , chạy theo lợi nhuận , công thần thì kick bh chỉ fan ba gà thôi chứ đến mức đường này thì"
5479,2,"Đành rằng mùa rồi ngta phế, feed, gánh nặng của team thì không nói. Đây ngta gánh còng lz cả mùa giải, xong làm cái văn chia tay sỉ nhục người khác thật sự. Khác nào không ghi nhận sự cố gắng của họ trong lúc ở đội tuyển đâu. Sống Bẩn Thế Cậu."
5480,0,Media ai cũng học cao sao cái văn nó thất học dữ vậy media ngta cũng cống hiến cho team đi tới ck tổng r viết cái văn như kẻ ko có học vậy trời
5481,0,rồi chúc mừng trụ hạng
5482,0,Với việc Slayder rời SBTC thì vẫn có cơ hội để đi đến CKTG lên đến 70% nma là TG di động
5483,1,Mang tiếp là team truyền thông mà viết như này thì nghỉ mẹ luôn đi
5484,0,Thôi thanks abe đi để t qua fan gam 
5485,0,GAM SLAYDER
5486,0,Đỗ Tiến Khôi Nguyên chung toi tau hai
5487,0,"Mùa chuyển nhượng nào cũng có một tia hy vọng, nhưng đây là mùa chuyển nhượng đầu tiên thấy chưa đánh đã tuyệt vọng rồi "
5488,2,"Team content media viết cap vãi nồi thật  kể cả tụi mày có vô địch mùa sau cũng có cái con c t thèm coi, t thấy cái mùi là tối nay kênh stream 3 gà ăn pressing tới chết"
5489,0,Rồi gam slayder luôn 
5490,0,Ủa vậy là chúc hay cảm ơn dữ chưa Team đang làm qq gì vậy
5491,0,Nguyễn Thanh Tuấn line up trụ hạng liền 
5492,0,1 câu cảm ơn vì sự cống hiến cũng ko có
5493,0,Lần đầu thấy 1 bài farewell như này luôn  Thôi thì chúc team trụ hạng nhé
5494,1,Viết cái văn chia tay khốn nạn thật sự :DD
5495,0,Khánh Phạm đã
5496,2,Viết Văn như cái đầu buồi
5497,0,"Thật ra nhà đầu tư mới của sbtc là bet88 , gài slayder vào gam để sbtc top 1"
5498,0,"Nói thật là kick ban media đi, viết cái tus chia tay cũng không nghiêm túc đc, lại còn cợt nhả "" Nếu chúng tôi.... "" nhìn ngứa hết cả mắt. Có xứng đáng là một đội lmht ko đấy "
5499,0,"Dù biết là vắng mợ chợ vẫn đông nhưng xin phép méo làm fan của SE nữa ạ. Mãi anti, tạm biệt"
5500,0,Nên đổi tên đội thành 781 esports chứ SBTC nó chết rồi. Coi công thần vs fan ko ra gì hay thiệt chứ
5501,0,"k ý giải tNs luôn team cũng đc
chứ có mỗi Slayder gánh team bán mẹ mất r thỳ sao chơi"
5502,0,thui fan gì tầm này nữa văn phong chia tay cụt thế này là cùng
5503,0,"Nhà đầu tư mới xịn quá, đợi kick hết đội xong giải tán lấy tiền đi bán khô gà "
5504,0,Lê Minh Khôi se con thấy nóng chưa ạ
5505,1,Má tưởng mùa rồi hạng 2 thấy mừng mừng tưởng hè này bạo chi Super Team đi CKTG tưởng tượng team top Hasmed jung Sofm mid Glory adc Slayder sp Palette ai dè chưa gì kick Ren xog h Slayder cút luôn
5506,0,Tạm biệt sbtc nhé 
5507,2,"Slayder về team nào đó thì đ' cần lời chúc cũng tự thành công nhé, nhưng ít nhất cũng nên có 1 lời chúc dù ko thật lòng vẫn hơn cái văn phong chia tay củ l kia"
5508,0,"It’s good
."
5509,0,Good Bye and no again the pink chickens
5510,0,"Thank you SBTC luôn
chấm dứt từ đây"
5511,1,Vcl. Nếu chung tôi chúc slayder thành công là chúng tôi “KO THẬT LÒNG”  tổ chức tấu hài thì lên bài thanks you nó cũng phải nét
5512,0,Mục tiêu SE hoàng hôn là trụ hạng à
5513,0,Vòng thăng hạng get go
5514,0,pelu said : slayder mà đi thì sbtc đánh giải mùa hè làm gì nữa 
5515,1,"Nhà đầu tư thì đầu tư không tới. Đầu tư theo dạng mì ăn liền vl. Đến lúc thất bại thì nói là muốn giảm quỹ lương. Trong khi đó Quản lý thì đéo thể giải trình nổi tại vì sao lại có 3 thằng media content, trong khi vị trí này chỉ cần 1 hoặc 2 là max. Và … "
5516,0,"Mùa này top 4 nổi không
, từ khi SBTC thành lập toàn sống nhờ AD"
5517,0,tuyệt vời ! rẻ rúng ! chúc SE trụ hạng thành công. Siuuuuuuuuuuuuuuuuu
5518,0,"""nếu chúng tôi chúc slayder thành công là chúng tôi không thật lòng"""
5519,1,ia chay 567
5520,0,Chơi nhất xạ tứ nô muôn đời thịnh nhưng lại thank you slayder
5521,1,mẹ ADC cống hiến vcl mà đăng cái bài chia tay cũng dell đăng tử tế được
5522,0,TÂM LÝ và SUY NGHĨ của bạn có vấn đề sau khi xem SBTC đánh 
5523,0,"VẬY THÌ KỆ BẠN ! Còn SBTC đã chuẩn bị sẵn 1 bác sĩ tâm lý để giúp các thành viên bỏ ngoài tai thị phi, khẩu nghiệp và tập trung thi đấu tốt nhất."
5524,0,#SBTC #Ourtime #leuleu
5525,0,"its "" trụ hạng "" time !!!!"
5526,0,""" nếu chúng tôi chúc slayder thành công là chúng tôi không thật lòng "" nghe ko lọt lỗ tay tí nào, khinh"
5527,0,"trc thấy cmt ""Slayder Gam cần anh"" và SE con tự hào ""chắc SE nhả Slayder cho Gân đàm"" và hnay Se con cứng họng"
5528,1,vc quả này slayder về gam chắc cktg nó chỉ kiếm thằng về nhì
5529,0,Cmay viết cái bài như thế mà cmay thẩm đc 
5530,0,tận tâm cống hiến nghiêm túc với công việc và những gì Slayder nhận lại là hai chữ Thank You + dòng thông báo như đấm vào tai. SE top 8 incoming….
5531,0,Chúc SE top 1 mà top 1 dưới lên
5532,0,"đội người ta mang về bom tấn, đội mình mõm mang về bom tấn xoq chửi fan "
5533,1,Ai viết đoạn sst chia tay này chắc chưa học hết tiểu học nhỉ. Đáng khinh thật.
5534,0,Hết giờ cấp cứu và bác sĩ trả về
5535,0,"Đánh vòng playoff trụ hạng cho mùa xuân
."
5536,0,Tuyệt vời !!!
5537,0,Bài Thank You Media đâu
5538,1,"Vl các anh viết được bài văn đỉnh quá,10 điểm luôn"
5539,0,Chắc có mình tui là thấy cái team media này là như...
5540,0,"Cái văn phong chia tay chẳng đâu vào đâu , mặc dù tuyển thủ có sang team đối thủ đi chăng nữa nhưng người ta cũng đi đường đường chính chính chứ có phải đi đêm đéo đâu mà như vậy  từng hợp tác với nhau thì khi ra đi nên nói 1 câu cho nó đàng hoàng  đ… "
5541,0,"Admin có thấy chói tai về nội dung không chứ tôi là SE con chưa bao giờ thấy khó chịu với một bài chia tay như vậy! Nó tệ từ người lên ý tưởng viết bài, và cả người duyệt."
5542,0,"Đôi khi mình nghĩ là mình thẳng tính, thật ra là mình không đủ tinh tế."
5543,0,Ân Phạm dán lại cái poster gam nào
5544,1,Gánh còng lưng 4 thằng đần từ hạng 4 lên hạng 2 xong ra đi nó vứt cho câu không thật lòng
5545,0,Cái lời thông báo thiếu chuyên nghiệp quá vậy
5546,1,xem team lúc a baroibeo thi đấu spt giờ chim cút hết r. mịa
5547,0,làm content thôi chứ đánh đấm gì nữa
5548,0,Một câu chúc nhau khó khăn đến thế sao
5549,0,Chuyên nghiệp thật
5550,0,Úi bất ngờ quá
5551,0,Hoang Gia Rachel Nguyen lọc máu phiên bản SE 
5552,0,Cái line up còn lại chắc đánh trụ hạng 
5553,0,Ngọc Tính mùa sau trụ hạng 
5554,0,Trụ hạng time  từ đội cạnh tranh đi CKTG biến thành đội trụ hạng 
5555,0,Gam slayder là có thật
5556,0,Nói là gánh cả sbtc thì quá đáng quá
5557,1,Mong abe bỏ mẹ team đi cho rồi nhà đầu tư mới tuyệt vời thật 
5558,2,"Đ phải vì Anh Ba thì bố dí buồi xem chúng mày đánh , đcm SE"
5559,0,Vô duyên ác 
5560,0,Content media thiếu chuyên nghiệp vãi… đăng bài farewell không được một tiếng cảm ơn cho công thần mùa trước. Nể quý team
5561,0,Phản bội thì đi đâu cũng là phản bội
5562,0,Anh em có nhớ vụ FAP TV không
5563,2,Quả văn chia tay khắm vl  cho mấy thằng dốt làm media
5564,0,xé poster thôi
5565,0,Ủa trước thì suốt ngày anh anh em em với Gân đàm xong giờ ad cũ sang team anh anh em em của mình thì chúc thành công là không thật lòng
5566,0,Đúng bọn Media số 1 có khác viết quả văn chia tay đúng đẳng cấp bọn m xứng đáng trụ hạng 
5567,0,"rồi luôn, còn có content cứu cái team này "
5568,0,Bom tấn của SE khiến fan quay xe là đây 
5569,0,Our time đọc là out time và cái kết 
5570,0,Gỡ fan cứng hộ iem cái mấy anh giai ơi
5571,2,Dẹp mẹ cái đội này đi còn gì. Mất công mất sức cổ vũ bao mùa. Chứ k dựa hơi 3 gà thì ỉa vào xem
5572,0,thank you and xuống hạng
5573,0,Giờ chỉ có sofm cứu nếu se
5574,0,có khi nào lại về gam k nhĩ 
5575,0,Má nói thiệt . Từ top 5 lên top 2 là thấy ok rồi . Thay thì nhìn tổng mà thay . Thay hết đội hình mới đánh lại từ đầu à . Sp với rừng thì k thay . Hlv với adc hay bỏ mịa ra đi thay hết rồi lấy chi đánh .
5576,0,Xíu tối thấy welcome slayder bên gam là hết pài
5577,0,Cách để GAM thoát pressing 
